User,Email / Username,Role,Session,Status,Planned Session Start,Planned Session End,Actual Session Start,Actual Session End,Session Date,Joined,Left,Attendance Status,Grade,Sex,Race,Is Hispanic,School,District,Region,Program,Parents,Custom ID
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:06 PM,2:21 PM,,,02/26/2024,2:06 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:06 PM,2:21 PM,,,02/26/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:04 PM,2:19 PM,,,02/26/2024,2:04 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:04 PM,2:19 PM,,,02/26/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:39 AM,11:54 AM,11:39 AM,11:44 AM,02/26/2024,11:39 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:39 AM,11:54 AM,11:39 AM,11:44 AM,02/26/2024,11:39 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:35 AM,11:50 AM,,,02/26/2024,11:36 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:35 AM,11:50 AM,,,02/26/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:33 AM,11:48 AM,,,02/26/2024,11:34 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:33 AM,11:48 AM,,,02/26/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:23 PM,9:38 PM,9:24 PM,9:28 PM,02/25/2024,9:23 PM,9:24 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:23 PM,9:38 PM,9:24 PM,9:28 PM,02/25/2024,9:24 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:21 PM,9:36 PM,,,02/25/2024,9:21 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:21 PM,9:36 PM,,,02/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:19 PM,9:34 PM,,,02/25/2024,9:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:19 PM,9:34 PM,,,02/25/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:21 PM,9:36 PM,9:22 PM,9:27 PM,02/24/2024,9:22 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:21 PM,9:36 PM,9:22 PM,9:27 PM,02/24/2024,9:22 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:19 PM,9:34 PM,,,02/24/2024,9:19 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:19 PM,9:34 PM,,,02/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,02/24/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,02/24/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:17 PM,9:32 PM,9:17 PM,9:22 PM,02/23/2024,9:17 PM,9:17 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:17 PM,9:32 PM,9:17 PM,9:22 PM,02/23/2024,9:17 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:14 PM,9:29 PM,,,02/23/2024,9:14 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:14 PM,9:29 PM,,,02/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:13 PM,9:28 PM,,,02/23/2024,9:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:13 PM,9:28 PM,,,02/23/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:20 PM,9:35 PM,9:21 PM,9:26 PM,02/22/2024,9:21 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:20 PM,9:35 PM,9:21 PM,9:26 PM,02/22/2024,9:21 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:17 PM,9:32 PM,,,02/22/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:17 PM,9:32 PM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:16 PM,9:31 PM,,,02/22/2024,9:16 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:16 PM,9:31 PM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,12:36 PM,12:51 PM,12:37 PM,12:42 PM,02/22/2024,12:37 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,12:36 PM,12:51 PM,12:37 PM,12:42 PM,02/22/2024,12:37 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:34 PM,12:49 PM,,,02/22/2024,12:34 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:34 PM,12:49 PM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,12:32 PM,12:47 PM,,,02/22/2024,,,Missed,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:32 PM,12:47 PM,,,02/22/2024,12:33 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,12:32 PM,12:47 PM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:32 PM,12:47 PM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Missed,12:28 PM,12:43 PM,,,02/22/2024,,,Missed,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Missed,12:28 PM,12:43 PM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:22 PM,12:37 PM,,,02/22/2024,12:22 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:22 PM,12:37 PM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:19 PM,12:34 PM,,,02/22/2024,12:20 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:19 PM,12:34 PM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,10:39 AM,10:54 AM,10:39 AM,10:44 AM,02/22/2024,10:39 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,10:39 AM,10:54 AM,10:39 AM,10:44 AM,02/22/2024,10:39 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:37 AM,10:52 AM,,,02/22/2024,10:37 AM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:37 AM,10:52 AM,,,02/22/2024,10:38 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:37 AM,10:52 AM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:37 AM,10:52 AM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,10:16 AM,10:31 AM,10:16 AM,10:21 AM,02/22/2024,10:16 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,10:16 AM,10:31 AM,10:16 AM,10:21 AM,02/22/2024,10:16 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:14 AM,10:29 AM,,,02/22/2024,10:14 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:14 AM,10:29 AM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,10:13 AM,10:28 AM,,,02/22/2024,10:13 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,10:13 AM,10:28 AM,,,02/22/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:26 PM,9:41 PM,9:26 PM,9:31 PM,02/21/2024,9:26 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:26 PM,9:41 PM,9:26 PM,9:31 PM,02/21/2024,9:26 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:25 PM,9:40 PM,,,02/21/2024,9:25 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:25 PM,9:40 PM,,,02/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:24 PM,9:39 PM,,,02/21/2024,9:24 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:24 PM,9:39 PM,,,02/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:16 PM,2:31 PM,2:17 PM,2:21 PM,02/21/2024,2:16 PM,2:17 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:16 PM,2:31 PM,2:17 PM,2:21 PM,02/21/2024,2:17 PM,2:17 PM,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:15 PM,2:30 PM,,,02/21/2024,2:16 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:15 PM,2:30 PM,,,02/21/2024,2:15 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:15 PM,2:30 PM,,,02/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:15 PM,2:30 PM,,,02/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,12:13 PM,12:28 PM,12:13 PM,12:18 PM,02/21/2024,12:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,12:13 PM,12:28 PM,12:13 PM,12:18 PM,02/21/2024,12:13 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:12 PM,12:27 PM,,,02/21/2024,12:12 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:12 PM,12:27 PM,,,02/21/2024,12:12 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:12 PM,12:27 PM,,,02/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:12 PM,12:27 PM,,,02/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:30 AM,9:45 AM,,,02/21/2024,9:30 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:30 AM,9:45 AM,,,02/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:15 AM,9:30 AM,9:15 AM,9:20 AM,02/21/2024,9:15 AM,9:15 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:15 AM,9:30 AM,9:15 AM,9:20 AM,02/21/2024,9:15 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:12 AM,9:27 AM,,,02/21/2024,9:12 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:12 AM,9:27 AM,,,02/21/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:22 PM,02/20/2024,9:17 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:22 PM,02/20/2024,9:17 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:14 PM,9:29 PM,,,02/20/2024,9:14 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:14 PM,9:29 PM,,,02/20/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:13 PM,9:28 PM,,,02/20/2024,9:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:13 PM,9:28 PM,,,02/20/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,2:33 PM,2:48 PM,2:34 PM,2:39 PM,02/20/2024,2:34 PM,2:34 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,2:33 PM,2:48 PM,2:34 PM,2:39 PM,02/20/2024,2:34 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:30 PM,2:45 PM,,,02/20/2024,2:30 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:30 PM,2:45 PM,,,02/20/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,2:29 PM,2:44 PM,,,02/20/2024,2:29 PM,2:29 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,2:29 PM,2:44 PM,,,02/20/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,1:41 PM,1:56 PM,1:42 PM,1:46 PM,02/20/2024,1:41 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,1:41 PM,1:56 PM,1:42 PM,1:46 PM,02/20/2024,1:41 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:38 PM,1:53 PM,,,02/20/2024,1:38 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:38 PM,1:53 PM,,,02/20/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,1:37 PM,1:52 PM,,,02/20/2024,1:37 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,1:37 PM,1:52 PM,,,02/20/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:22 PM,02/19/2024,9:16 PM,9:17 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:16 PM,9:31 PM,9:17 PM,9:22 PM,02/19/2024,9:17 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:14 PM,9:29 PM,,,02/19/2024,9:14 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:14 PM,9:29 PM,,,02/19/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:12 PM,9:27 PM,,,02/19/2024,9:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:12 PM,9:27 PM,,,02/19/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:39 AM,9:54 AM,9:40 AM,9:45 AM,02/19/2024,9:40 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:39 AM,9:54 AM,9:40 AM,9:45 AM,02/19/2024,9:40 AM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:37 AM,9:52 AM,,,02/19/2024,9:37 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:37 AM,9:52 AM,,,02/19/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:35 AM,9:50 AM,,,02/19/2024,9:36 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:35 AM,9:50 AM,,,02/19/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:14 PM,9:29 PM,9:15 PM,9:20 PM,02/18/2024,9:15 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:14 PM,9:29 PM,9:15 PM,9:20 PM,02/18/2024,9:15 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:13 PM,9:28 PM,,,02/18/2024,9:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:13 PM,9:28 PM,,,02/18/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:12 PM,9:27 PM,,,02/18/2024,9:12 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:12 PM,9:27 PM,,,02/18/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:17 PM,9:32 PM,9:17 PM,9:22 PM,02/17/2024,9:17 PM,9:17 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:17 PM,9:32 PM,9:17 PM,9:22 PM,02/17/2024,9:17 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:14 PM,9:29 PM,,,02/17/2024,9:14 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:14 PM,9:29 PM,,,02/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:13 PM,9:28 PM,,,02/17/2024,9:13 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:13 PM,9:28 PM,,,02/17/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:15 PM,9:30 PM,9:15 PM,9:20 PM,02/16/2024,9:15 PM,9:15 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:15 PM,9:30 PM,9:15 PM,9:20 PM,02/16/2024,9:15 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:12 PM,9:27 PM,,,02/16/2024,9:12 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:12 PM,9:27 PM,,,02/16/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:11 PM,9:26 PM,,,02/16/2024,9:11 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:11 PM,9:26 PM,,,02/16/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:24 PM,02/15/2024,9:18 PM,9:19 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:18 PM,9:33 PM,9:19 PM,9:24 PM,02/15/2024,9:19 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:15 PM,9:30 PM,,,02/15/2024,9:15 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:15 PM,9:30 PM,,,02/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:14 PM,9:29 PM,,,02/15/2024,9:14 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,9:14 PM,9:29 PM,,,02/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,3:54 PM,4:09 PM,3:55 PM,4:00 PM,02/15/2024,3:55 PM,3:55 PM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,3:54 PM,4:09 PM,3:55 PM,4:00 PM,02/15/2024,3:55 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:52 PM,4:07 PM,,,02/15/2024,3:52 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:52 PM,4:07 PM,,,02/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,3:51 PM,4:06 PM,,,02/15/2024,3:51 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,3:51 PM,4:06 PM,,,02/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,12:05 PM,12:20 PM,12:05 PM,12:10 PM,02/15/2024,12:05 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,12:05 PM,12:20 PM,12:05 PM,12:10 PM,02/15/2024,12:05 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,12:01 PM,12:16 PM,,,02/15/2024,12:01 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,12:01 PM,12:16 PM,,,02/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:59 AM,12:14 PM,,,02/15/2024,12:00 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:59 AM,12:14 PM,,,02/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,11:31 AM,11:46 AM,11:32 AM,11:36 AM,02/15/2024,11:31 AM,11:32 AM,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,11:31 AM,11:46 AM,11:32 AM,11:36 AM,02/15/2024,11:32 AM,11:32 AM,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:27 AM,11:42 AM,,,02/15/2024,11:28 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:27 AM,11:42 AM,,,02/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,11:26 AM,11:41 AM,,,02/15/2024,11:26 AM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Math,Missed,11:26 AM,11:41 AM,,,02/15/2024,,,Missed,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Title,Completed,9:28 PM,9:43 PM,9:28 PM,9:33 PM,02/14/2024,9:28 PM,,Attended,,,,,,,,,,
Automation Student,aaron+auto-student@workwithloop.com,Student,Title,Completed,9:28 PM,9:43 PM,9:28 PM,9:33 PM,02/14/2024,9:28 PM,,Attended,,,,,,,,,Automation Parent,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:27 PM,9:42 PM,,,02/14/2024,9:27 PM,,Attended,,,,,,,,,,
Automation Instructor,aaron+autoinstructor2@workwithloop.com,Instructor,Math,Missed,9:27 PM,9:42 PM,,,02/14/2024,9:27 PM,,Attended,,,,,,,,,,
